Fecha,IPC,re_USD,re_MXN,V_P1,V_P2
01/04/18, 0.1500 ," 2,760.9455 "," 8,640.2620 ",-0.0007 ,-749.0005 
01/05/18, 0.2600 ," 3,155.9520 "," 9,767.0230 ",-0.0003 ,-349.6158 
01/06/18, 0.2300 ," 3,140.6653 "," 9,144.8620 ", 0.0008 , 842.2706 
01/07/18, 0.2900 ," 2,858.0037 "," 8,816.6460 ", 0.0012 ," 1,187.7316 "
01/08/18, 0.2500 ," 2,883.3640 "," 8,872.1380 ", 0.0013 ," 1,264.9506 "
01/09/18, 0.3200 ," 2,718.0975 "," 8,570.4230 ", 0.0009 , 915.7293 
01/10/18, 0.3100 ," 3,017.3339 "," 9,326.5460 ", 0.0011 ," 1,128.0015 "
01/11/18, 0.2500 ," 2,964.7711 "," 8,674.9970 ", 0.0018 ," 1,811.5973 "
01/12/18, 0.4700 ," 2,991.1708 "," 9,389.9340 ", 0.0015 ," 1,472.5502 "
01/01/19, 0.2000 ," 2,484.7923 "," 7,971.8940 ", 0.0002 , 191.8842 
01/02/19, 0.4300 ," 2,467.0416 "," 7,936.0210 ",-0.0001 ,-63.6559 
01/03/19, 0.3400 ," 2,992.9243 "," 9,354.6270 ", 0.0008 , 819.8327 
01/04/19, 0.4600 ," 2,970.2291 "," 9,232.7550 ", 0.0001 , 105.2672 
01/05/19, 0.1600 ," 3,317.6509 "," 10,307.2790 ",-0.0006 ,-601.8822 
01/06/19, 0.3000 ," 3,218.3491 "," 9,617.4150 ", 0.0001 , 124.0864 
01/07/19, 0.2600 ," 3,293.6964 "," 9,719.9160 ", 0.0008 , 788.4587 
01/08/19, 0.2000 ," 3,393.7313 "," 9,883.8860 ",-0.0000 ,-40.7509 
01/09/19, 0.3000 ," 3,101.2411 "," 9,461.8410 ", 0.0005 , 532.2220 
01/10/19, 0.2500 ," 3,155.0148 "," 9,806.4820 ", 0.0011 ," 1,107.4081 "
01/11/19, 0.2200 ," 2,924.9149 "," 8,905.1620 ", 0.0016 ," 1,636.0318 "
01/12/19, 0.4100 ," 3,119.1723 "," 9,544.3950 ", 0.0011 ," 1,106.6635 "
01/01/20, 0.3300 ," 2,620.8224 "," 8,134.7410 ", 0.0009 , 946.9209 
01/02/20, 0.3600 ," 2,731.9385 "," 8,507.9850 ", 0.0008 , 816.1156 
01/03/20, 0.2900 ," 4,044.8095 "," 10,730.3190 ",-0.0001 ,-93.5755 
01/04/20, 0.3600 ," 2,909.5076 "," 8,812.3920 ",-0.0015 ,"-1,499.0403 "
01/05/20, 0.3000 ," 3,445.4017 "," 10,767.7850 ", 0.0006 , 565.0722 
01/06/20, 0.3700 ," 3,536.9615 "," 10,393.4850 ", 0.0008 , 816.1947 
01/07/20, 0.4000 ," 3,531.8212 "," 10,287.7990 ", 0.0011 ," 1,100.0048 "
01/08/20, 0.3200 ," 3,574.2006 "," 10,407.5570 ", 0.0007 , 650.8226 
01/09/20, 0.3200 ," 3,569.9955 "," 10,298.2910 ", 0.0004 , 385.5467 
01/10/20, 0.2400 ," 3,601.7004 "," 10,552.3150 ", 0.0011 ," 1,066.8910 "
01/11/20,-0.0800 ," 3,387.3360 "," 9,724.4460 ", 0.0001 , 139.6858 
01/12/20, 0.5500 ," 3,650.0589 "," 10,761.5980 ", 0.0006 , 648.3139 
01/01/21, 0.3600 ," 3,287.3901 "," 9,590.5770 ", 0.0015 ," 1,464.9918 "
01/02/21, 0.3900 ," 3,170.7425 "," 9,031.8490 ", 0.0011 ," 1,076.0834 "
01/03/21, 0.5400 ," 4,157.3441 "," 11,209.0710 ", 0.0014 ," 1,402.9388 "
01/04/21, 0.3700 ," 4,048.3026 "," 10,795.4830 ", 0.0006 , 561.7330 
01/05/21, 0.5300 ," 4,525.8605 "," 12,356.1720 ", 0.0003 , 339.8511 
01/06/21, 0.5700 ," 4,457.5306 "," 11,340.8270 ", 0.0009 , 894.3754 
01/07/21, 0.4800 ," 4,545.0595 "," 11,637.0700 ", 0.0010 , 977.1135 
01/08/21, 0.4300 ," 4,748.7471 "," 12,272.8830 ", 0.0003 , 313.0198 
01/09/21, 0.4600 ," 4,408.9427 "," 11,570.2010 ", 0.0010 ," 1,019.1833 "
01/10/21, 0.4900 ," 4,822.0725 "," 12,563.5910 ", 0.0014 ," 1,382.2528 "
01/11/21, 0.3700 ," 4,661.5952 "," 11,656.8700 ", 0.0018 ," 1,831.8256 "
01/12/21, 0.8000 ," 4,752.2797 "," 12,556.4900 ", 0.0006 , 564.9284 
01/01/22, 0.6200 ," 3,918.1630 "," 10,593.6040 ", 0.0010 , 952.0249 
01/02/22, 0.7600 ," 3,911.3250 "," 10,456.7420 ", 0.0013 ," 1,322.5849 "
01/03/22, 0.7200 ," 4,692.4805 "," 11,926.1410 ", 0.0016 ," 1,576.7732 "
01/04/22, 0.7800 ," 4,707.8154 "," 12,046.0110 ", 0.0009 , 859.4166 
01/05/22, 0.5900 ," 5,141.9322 "," 13,556.9400 ", 0.0003 , 285.4204 
01/06/22, 0.7700 ," 5,143.9562 "," 12,640.5290 ", 0.0013 ," 1,321.1747 "
01/07/22, 0.6200 ," 5,301.4216 "," 13,051.6780 ", 0.0012 ," 1,158.8597 "
01/08/22, 0.8000 ," 5,123.8128 "," 13,121.2070 ", 0.0011 ," 1,097.1618 "
01/09/22, 0.6700 ," 5,036.8212 "," 12,753.9190 ", 0.0010 , 963.7451 
01/10/22, 0.6300 ," 5,361.3853 "," 13,909.8160 ", 0.0009 , 880.7616 
01/11/22, 0.4500 ," 4,817.5849 "," 12,234.4040 ", 0.0009 , 884.4580 
01/12/22, 0.6500 ," 5,353.0015 "," 13,679.6240 ", 0.0006 , 563.4772 
